A[32]          B[32]         C
-1500114190    -1766775063    0
-1500114190    -1500114190    1
-2114817367    1584243775    0
-2114817367    -2114817367    1
89347888    -1213174886    0
89347888    89347888    1
-1618226858    -1425010052    0
-1618226858    -1618226858    1
981722218    869006100    0
981722218    981722218    1
1841263895    297023440    0
1841263895    1841263895    1
-1886788620    -1809106482    0
-1886788620    -1886788620    1
-1864469082    -1023531537    0
-1864469082    -1864469082    1
-1079458407    -1898738149    0
-1079458407    -1079458407    1
-1750056191    521139944    0
-1750056191    -1750056191    1
-808731973    -1541237831    0
-808731973    -808731973    1
1793397265    971737966    0
1793397265    1793397265    1
-1880298670    1132917994    0
-1880298670    -1880298670    1
1415418783    -1085138513    0
1415418783    1415418783    1
388829907    -719132134    0
388829907    388829907    1
1603351139    -1754390081    0
1603351139    1603351139    1
-1125127256    -861653344    0
-1125127256    -1125127256    1
-426653148    2142082730    0
-426653148    -426653148    1
1515982933    394539734    0
1515982933    1515982933    1
751529859    -2128842071    0
751529859    751529859    1
1916341681    -1636796312    0
1916341681    1916341681    1
1507949711    2020064240    0
1507949711    1507949711    1
-97851171    1235121785    0
-97851171    -97851171    1
1559406496    -1533986030    0
1559406496    1559406496    1
-1016214974    -1510824319    0
-1016214974    -1016214974    1
496293944    -1977207003    0
496293944    496293944    1
-560588625    -1081138448    0
-560588625    -560588625    1
1882297966    -73379164    0
1882297966    1882297966    1
324624626    1896595826    0
324624626    324624626    1
890686990    244229727    0
890686990    890686990    1
1523427395    310487826    0
1523427395    1523427395    1
-586638194    1002876982    0
-586638194    -586638194    1
-815533572    278077331    0
-815533572    -815533572    1
-1893462750    -1968160950    0
-1893462750    -1893462750    1
-312076033    -1082443978    0
-312076033    -312076033    1
1119754456    1714177735    0
1119754456    1119754456    1
-1609950402    -1978066073    0
-1609950402    -1609950402    1
1814962226    -2011323550    0
1814962226    1814962226    1
-1378072108    755165004    0
-1378072108    -1378072108    1
-297150782    -1885494393    0
-297150782    -297150782    1
-922160006    -1893894830    0
-922160006    -922160006    1
1053764080    2087945138    0
1053764080    1053764080    1
902951963    1581188549    0
902951963    902951963    1
1131319795    481068956    0
1131319795    1131319795    1
-291834944    46337776    0
-291834944    -291834944    1
2021329151    1252309508    0
2021329151    2021329151    1
469938641    -1482797612    0
469938641    469938641    1
-703213048    2056328945    0
-703213048    -703213048    1
-1139299858    -571216487    0
-1139299858    -1139299858    1
1206555797    2036840548    0
1206555797    1206555797    1
-726269847    -1446359000    0
-726269847    -726269847    1
1953828646    -123557778    0
1953828646    1953828646    1
-893588843    1363717811    0
-893588843    -893588843    1
-594405076    -1352517108    0
-594405076    -594405076    1
864803001    -342848885    0
864803001    864803001    1
-1386939210    1989346853    0
-1386939210    -1386939210    1
-640107569    -1914854503    0
-640107569    -640107569    1
-906806516    -1986112573    0
-906806516    -906806516    1
7102371    1686510745    0
7102371    7102371    1
523917201    -1954028581    0
523917201    523917201    1
-1959005661    -1788326243    0
-1959005661    -1959005661    1
-2136752612    -857177296    0
-2136752612    -2136752612    1
-1942235689    320995181    0
-1942235689    -1942235689    1
1762246097    1144191455    0
1762246097    1762246097    1
1808903224    561953881    0
1808903224    1808903224    1
-1764330211    -1492145767    0
-1764330211    -1764330211    1
-1611305928    -603425106    0
-1611305928    -1611305928    1
-695799134    -232806924    0
-695799134    -695799134    1
-1564027341    -1826124507    0
-1564027341    -1564027341    1
435922807    -164971594    0
435922807    435922807    1
-372324689    1530187351    0
-372324689    -372324689    1
-888470273    -289852359    0
-888470273    -888470273    1
-531881303    -937554024    0
-531881303    -531881303    1
1502686480    2142168895    0
1502686480    1502686480    1
258869217    -929731256    0
258869217    258869217    1
1764482399    917517755    0
1764482399    1764482399    1
-1287596343    136760018    0
-1287596343    -1287596343    1
153813296    1373877338    0
153813296    153813296    1
726337513    -1164440681    0
726337513    726337513    1
373290424    -1255335369    0
373290424    373290424    1
-1024264799    644444656    0
-1024264799    -1024264799    1
1651808647    -1214797522    0
1651808647    1651808647    1
313092303    2019498860    0
313092303    313092303    1
-1683916131    -408795039    0
-1683916131    -1683916131    1
-1034740806    319600261    0
-1034740806    -1034740806    1
-740596531    1360191680    0
-740596531    -740596531    1
926618921    -1943997089    0
926618921    926618921    1
-514908738    450200573    0
-514908738    -514908738    1
243483106    22190087    0
243483106    243483106    1
-636232982    1937395484    0
-636232982    -636232982    1
135957364    2020142697    0
135957364    135957364    1
1209910113    -823701359    0
1209910113    1209910113    1
1177987789    1556593523    0
1177987789    1177987789    1
-582715712    520109356    0
-582715712    -582715712    1
1359935356    -1873919701    0
1359935356    1359935356    1
-9190268    1942177044    0
-9190268    -9190268    1
2138461478    -343250052    0
2138461478    2138461478    1
660676877    735972344    0
660676877    660676877    1
271797905    136746243    0
271797905    271797905    1
-190201497    537371736    0
-190201497    -190201497    1
1032574195    -1020775722    0
1032574195    1032574195    1
-818211244    -1209989425    0
-818211244    -818211244    1
-1856526113    1726527339    0
-1856526113    -1856526113    1
-1347752362    349227195    0
-1347752362    -1347752362    1
1056959008    14403746    0
1056959008    1056959008    1
2064945192    1400253391    0
2064945192    2064945192    1
-249612723    -1949768871    0
-249612723    -249612723    1
-1627207174    1027576700    0
-1627207174    -1627207174    1
-437677036    -349881632    0
-437677036    -437677036    1
-1131515770    -1410292399    0
-1131515770    -1131515770    1
-214405222    -60298484    0
-214405222    -214405222    1
-1647181540    979970539    0
-1647181540    -1647181540    1
2116945275    670230261    0
2116945275    2116945275    1
-138540818    -859929230    0
-138540818    -138540818    1
-885681698    851770140    0
-885681698    -885681698    1
479001008    682077883    0
479001008    479001008    1
-1008331351    -1682240462    0
-1008331351    -1008331351    1
-670347354    1557552326    0
-670347354    -670347354    1
413760250    -157143668    0
413760250    413760250    1
1851512941    -1980485059    0
1851512941    1851512941    1
410252955    371729461    0
410252955    410252955    1
470419159    1604843962    0
470419159    470419159    1
-1463592122    -528109457    0
-1463592122    -1463592122    1
706961834    -204052342    0
706961834    706961834    1
-689156699    -737248335    0
-689156699    -689156699    1
1758320668    -1962157547    0
1758320668    1758320668    1
1610112182    -2069621538    0
1610112182    1610112182    1
-278177792    928901932    0
-278177792    -278177792    1
-1093154963    1239367082    0
-1093154963    -1093154963    1
285317275    1014164445    0
285317275    285317275    1
-318796687    900585937    0
-318796687    -318796687    1
-1201796804    666586882    0
-1201796804    -1201796804    1
-722982498    1225252370    0
-722982498    -722982498    1
516322616    -1100021799    0
516322616    516322616    1
-1971431842    114846019    0
-1971431842    -1971431842    1
512864807    694449872    0
512864807    512864807    1
217529416    907968003    0
217529416    217529416    1
-318100314    1575906204    0
-318100314    -318100314    1
1335958320    2009032914    0
1335958320    1335958320    1
1340450706    -855788654    0
1340450706    1340450706    1
-1771625851    1915280448    0
-1771625851    -1771625851    1
1833456631    -2010400834    0
1833456631    1833456631    1
269592129    -1722610795    0
269592129    269592129    1
1912065475    1102173202    0
1912065475    1912065475    1
1288821800    -1208219215    0
1288821800    1288821800    1
1882637246    245985147    0
1882637246    1882637246    1
579095531    -1839316456    0
579095531    579095531    1
638653697    1785178197    0
638653697    638653697    1
-291466945    -770058035    0
-291466945    -291466945    1
1060155595    -1546860545    0
1060155595    1060155595    1
1572122178    -1517892624    0
1572122178    1572122178    1
41219751    220612623    0
41219751    41219751    1
-586673468    913770116    0
-586673468    -586673468    1
1012770328    1739836182    0
1012770328    1012770328    1
203336762    1706643824    0
203336762    203336762    1
-832569701    -1143436863    0
-832569701    -832569701    1
1653049566    848221573    0
1653049566    1653049566    1
-438773215    -256928711    0
-438773215    -438773215    1
-448007409    1874250787    0
-448007409    -448007409    1
-1801614540    1932837327    0
-1801614540    -1801614540    1
1181792630    1452729226    0
1181792630    1181792630    1
407191432    1281553395    0
407191432    407191432    1
-620831375    1576512840    0
-620831375    -620831375    1
37470331    -1838989780    0
37470331    37470331    1
-716463445    -2047449933    0
-716463445    -716463445    1
-1691964598    -1771428963    0
-1691964598    -1691964598    1
-677710259    1366313790    0
-677710259    -677710259    1
1230601243    -1301500776    0
1230601243    1230601243    1
-90564599    -673692652    0
-90564599    -90564599    1
894230732    494906205    0
894230732    894230732    1
1802184157    -400960299    0
1802184157    1802184157    1
-950362555    212829691    0
-950362555    -950362555    1
1187587849    1384815181    0
1187587849    1187587849    1
-788516321    -139679410    0
-788516321    -788516321    1
660093998    1955703627    0
660093998    660093998    1
-546588186    718508976    0
-546588186    -546588186    1
163906273    -1184763395    0
163906273    163906273    1
-672258576    1512188505    0
-672258576    -672258576    1
739816394    1185403135    0
739816394    739816394    1
1500684616    -165130148    0
1500684616    1500684616    1
-1434211736    295890362    0
-1434211736    -1434211736    1
604795541    -252154501    0
604795541    604795541    1
878809600    -991582565    0
878809600    878809600    1
-1690619740    -601855556    0
-1690619740    -1690619740    1
1016037678    -924167339    0
1016037678    1016037678    1
-2002753143    428950889    0
-2002753143    -2002753143    1
2092576096    -1001961528    0
2092576096    2092576096    1
608074075    824307789    0
608074075    608074075    1
661709117    1905784710    0
661709117    661709117    1
-1889458161    1416401126    0
-1889458161    -1889458161    1
756052739    -1133410190    0
756052739    756052739    1
1830047832    -1281139379    0
1830047832    1830047832    1
-1186269707    -597065772    0
-1186269707    -1186269707    1
1584685669    -1152940675    0
1584685669    1584685669    1
258064619    479643589    0
258064619    258064619    1
1848483601    -124015282    0
1848483601    1848483601    1
-214019584    -816121347    0
-214019584    -214019584    1
617676472    674062380    0
617676472    617676472    1
1204012395    -1157592591    0
1204012395    1204012395    1
-375242583    131386562    0
-375242583    -375242583    1
549036050    -2008406215    0
549036050    549036050    1
1783364903    728753452    0
1783364903    1783364903    1
-187606906    748267066    0
-187606906    -187606906    1
-657205270    -1555217803    0
-657205270    -657205270    1
608630306    138319903    0
608630306    608630306    1
-745496465    1095028560    0
-745496465    -745496465    1
-837128529    1802775511    0
-837128529    -837128529    1
1916684364    1720258679    0
1916684364    1916684364    1
1633642714    -279612210    0
1633642714    1633642714    1
-1750224969    2015458950    0
-1750224969    -1750224969    1
-106322029    1003408042    0
-106322029    -106322029    1
-1104487917    217901310    0
-1104487917    -1104487917    1
1951749256    1089457929    0
1951749256    1951749256    1
1340070506    -2137481557    0
1340070506    1340070506    1
339305263    1209831623    0
339305263    339305263    1
-847859227    -469020195    0
-847859227    -847859227    1
-1514769856    101255606    0
-1514769856    -1514769856    1
1590026179    -1493249163    0
1590026179    1590026179    1
1534544564    1236055700    0
1534544564    1534544564    1
1850781558    -651246016    0
1850781558    1850781558    1
2065291602    528726304    0
2065291602    2065291602    1
2131544933    -277442492    0
2131544933    2131544933    1
378809290    535316520    0
378809290    378809290    1
1018486745    -830203170    0
1018486745    1018486745    1
-1106847657    -923223304    0
-1106847657    -1106847657    1
769587916    -1607079356    0
769587916    769587916    1
-1393534905    -295153071    0
-1393534905    -1393534905    1
-1943202917    573031640    0
-1943202917    -1943202917    1
1506011355    -445739297    0
1506011355    1506011355    1
1710597939    1699300361    0
1710597939    1710597939    1
975215588    -1364316203    0
975215588    975215588    1
60913602    1408878832    0
60913602    60913602    1
-99953787    2112567605    0
-99953787    -99953787    1
1035782247    475782663    0
1035782247    1035782247    1
-1939650692    891359990    0
-1939650692    -1939650692    1
1455718937    -1467884947    0
1455718937    1455718937    1
-264989059    -429497300    0
-264989059    -264989059    1
1673878611    -815924975    0
1673878611    1673878611    1
-1260480960    1950293253    0
-1260480960    -1260480960    1
1364586386    736649126    0
1364586386    1364586386    1
1630644883    -734765941    0
1630644883    1630644883    1
86563868    386663584    0
86563868    86563868    1
1960216929    -887877308    0
1960216929    1960216929    1
1534121640    -842295682    0
1534121640    1534121640    1
-165478020    -708092931    0
-165478020    -165478020    1
99206656    52885949    0
99206656    99206656    1
-451899900    -105501681    0
-451899900    -451899900    1
-326002296    -1533416604    0
-326002296    -326002296    1
-222856368    -1380882723    0
-222856368    -222856368    1
1788709958    385434807    0
1788709958    1788709958    1
-1417280574    1960887315    0
-1417280574    -1417280574    1
680124389    -770007024    0
680124389    680124389    1
-1159382076    -1168223446    0
-1159382076    -1159382076    1
-2008830628    -25938956    0
-2008830628    -2008830628    1
-1993399073    1107306627    0
-1993399073    -1993399073    1
-1020855148    -1156213668    0
-1020855148    -1020855148    1
-1107694406    -2073395082    0
-1107694406    -1107694406    1
668213348    -1818880382    0
668213348    668213348    1
-129125715    647108385    0
-129125715    -129125715    1
755185219    -1883226986    0
755185219    755185219    1
-1487045321    10376558    0
-1487045321    -1487045321    1
1459579322    1013953955    0
1459579322    1459579322    1
-1025758024    1495555994    0
-1025758024    -1025758024    1
-1405493240    1960411223    0
-1405493240    -1405493240    1
2050725084    264038533    0
2050725084    2050725084    1
-376719550    768062628    0
-376719550    -376719550    1
65073238    -1035521766    0
65073238    65073238    1
-913524269    1556270789    0
-913524269    -913524269    1
930088760    -1955136107    0
930088760    930088760    1
-1322548478    -1748285223    0
-1322548478    -1322548478    1
-738003251    -1643096724    0
-738003251    -738003251    1
71493150    1114528682    0
71493150    71493150    1
-1179232271    1807782314    0
-1179232271    -1179232271    1
-1483091885    -1042980821    0
-1483091885    -1483091885    1
-1408559790    800281788    0
-1408559790    -1408559790    1
-460098916    1373777521    0
-460098916    -460098916    1
744361116    -1422904321    0
744361116    744361116    1
-1486732334    -2002890881    0
-1486732334    -1486732334    1
1939450827    -852280178    0
1939450827    1939450827    1
1794157635    1630550821    0
1794157635    1794157635    1
-384037846    -38174896    0
-384037846    -384037846    1
-1215384704    1911042539    0
-1215384704    -1215384704    1
-1776356285    1004658859    0
-1776356285    -1776356285    1
1201525037    -1987667559    0
1201525037    1201525037    1
1448685450    2070347432    0
1448685450    1448685450    1
-1349011812    1878443181    0
-1349011812    -1349011812    1
168249982    98889378    0
168249982    168249982    1
-1599809889    1360920524    0
-1599809889    -1599809889    1
-438517428    -358951013    0
-438517428    -438517428    1
1113954019    -565585389    0
1113954019    1113954019    1
1703785632    2073750438    0
1703785632    1703785632    1
-237620767    390968250    0
-237620767    -237620767    1
-2035485750    1010262977    0
-2035485750    -2035485750    1
-451156014    1967573397    0
-451156014    -451156014    1
-755670320    94056817    0
-755670320    -755670320    1
77672652    842060259    0
77672652    77672652    1
-747748926    1644712089    0
-747748926    -747748926    1
743053917    -918908520    0
743053917    743053917    1
-666178495    -1702209575    0
-666178495    -666178495    1
-1294793145    -974764686    0
-1294793145    -1294793145    1
850898233    605836372    0
850898233    850898233    1
1134861811    565830443    0
1134861811    1134861811    1
363629035    1321751082    0
363629035    363629035    1
738478327    -95843359    0
738478327    738478327    1
-1556412158    -726047946    0
-1556412158    -1556412158    1
-17056108    -1378191644    0
-17056108    -17056108    1
166216527    -501347955    0
166216527    166216527    1
891326464    -2004481799    0
891326464    891326464    1
-832247642    1108097434    0
-832247642    -832247642    1
-389362447    709077642    0
-389362447    -389362447    1
-1345045926    -1988291576    0
-1345045926    -1345045926    1
-1352862427    1939134934    0
-1352862427    -1352862427    1
1674639515    613447956    0
1674639515    1674639515    1
-888681136    776666373    0
-888681136    -888681136    1
1815449839    563452494    0
1815449839    1815449839    1
804397604    847370936    0
804397604    804397604    1
-1334053647    -241463778    0
-1334053647    -1334053647    1
-152216248    1509612760    0
-152216248    -152216248    1
-631261697    243604752    0
-631261697    -631261697    1
84051556    1704963884    0
84051556    84051556    1
446158056    -936399466    0
446158056    446158056    1
562820348    -282369507    0
562820348    562820348    1
1700046523    -1744716411    0
1700046523    1700046523    1
1891666063    449356884    0
1891666063    1891666063    1
1894956593    -1729994556    0
1894956593    1894956593    1
1945364426    518261857    0
1945364426    1945364426    1
363379818    -1470763171    0
363379818    363379818    1
1939799561    31541812    0
1939799561    1939799561    1
-843434904    1882711789    0
-843434904    -843434904    1
1960677377    -801168228    0
1960677377    1960677377    1
1116643161    21551131    0
1116643161    1116643161    1
-1448112600    270438117    0
-1448112600    -1448112600    1
129004625    1755233620    0
129004625    129004625    1
-1115690373    1789488946    0
-1115690373    -1115690373    1
-95450229    -808642123    0
-95450229    -95450229    1
-355921612    -2012579990    0
-355921612    -355921612    1
-1536521216    1933918036    0
-1536521216    -1536521216    1
190935227    -1850188323    0
190935227    190935227    1
472779559    2017741699    0
472779559    472779559    1
-1782308277    1120269301    0
-1782308277    -1782308277    1
-2001165872    581409327    0
-2001165872    -2001165872    1
1020803569    339317676    0
1020803569    1020803569    1
58949845    1639598919    0
58949845    58949845    1
-888532783    179216629    0
-888532783    -888532783    1
-89523777    1993123255    0
-89523777    -89523777    1
71091236    -1432581690    0
71091236    71091236    1
-1260020297    1606271517    0
-1260020297    -1260020297    1
1425641943    -291615147    0
1425641943    1425641943    1
-154522654    -422172803    0
-154522654    -154522654    1
-849137256    -1458499442    0
-849137256    -849137256    1
-1716647440    187333287    0
-1716647440    -1716647440    1
-1963189844    1444402809    0
-1963189844    -1963189844    1
-1136578172    -2019295146    0
-1136578172    -1136578172    1
1661378972    -1388797859    0
1661378972    1661378972    1
-1075624095    1661647028    0
-1075624095    -1075624095    1
-104983538    400572099    0
-104983538    -104983538    1
839804815    1722879657    0
839804815    839804815    1
-216194514    750391630    0
-216194514    -216194514    1
-1907718699    442280424    0
-1907718699    -1907718699    1
1893720313    -353308373    0
1893720313    1893720313    1
312835089    1678184642    0
312835089    312835089    1
-1112368420    1523080083    0
-1112368420    -1112368420    1
1515146938    -2026672418    0
1515146938    1515146938    1
-156427076    1693522277    0
-156427076    -156427076    1
1896151330    157619496    0
1896151330    1896151330    1
202850592    -228207364    0
202850592    202850592    1
-470244538    -1088663302    0
-470244538    -470244538    1
1379014814    869379501    0
1379014814    1379014814    1
594346295    -508644624    0
594346295    594346295    1
-754836962    -1753109062    0
-754836962    -754836962    1
1780868340    2093187040    0
1780868340    1780868340    1
-1067490829    -1694099232    0
-1067490829    -1067490829    1
380865512    -1761920628    0
380865512    380865512    1
-284865017    1679783419    0
-284865017    -284865017    1
-326723180    263428    0
-326723180    -326723180    1
-916181362    -1678146163    0
-916181362    -916181362    1
1357180801    1599947258    0
1357180801    1357180801    1
-330033756    -989809516    0
-330033756    -330033756    1
1511993573    396322399    0
1511993573    1511993573    1
-1282638774    -185371504    0
-1282638774    -1282638774    1
1849450687    1354530277    0
1849450687    1849450687    1
1859337348    -1942616778    0
1859337348    1859337348    1
-2102475838    2111775231    0
-2102475838    -2102475838    1
2039297589    -143327466    0
2039297589    2039297589    1
1986324509    186346676    0
1986324509    1986324509    1
250245420    -1384919639    0
250245420    250245420    1
-609721769    662805961    0
-609721769    -609721769    1
-2125530716    970867892    0
-2125530716    -2125530716    1
895936830    -1227411757    0
895936830    895936830    1
-325158191    -33410471    0
-325158191    -325158191    1
489671265    897814888    0
489671265    489671265    1
-1858284529    2020559763    0
-1858284529    -1858284529    1
-1298226912    1117428598    0
-1298226912    -1298226912    1
1122310872    2083922061    0
1122310872    1122310872    1
-1487459317    -1006292407    0
-1487459317    -1487459317    1
1512880905    -60017472    0
1512880905    1512880905    1
-1356816111    -162056400    0
-1356816111    -1356816111    1
1675154950    -1350759774    0
1675154950    1675154950    1
1987204159    -1487686435    0
1987204159    1987204159    1
-144453071    -421576830    0
-144453071    -144453071    1
539909777    524240324    0
539909777    539909777    1
-94989527    1161052691    0
-94989527    -94989527    1
1389812205    741926266    0
1389812205    1389812205    1
-1106256773    -1473153690    0
-1106256773    -1106256773    1
-2146961598    -1981079091    0
-2146961598    -2146961598    1
-2031444768    167079759    0
-2031444768    -2031444768    1
-1638920585    1863689426    0
-1638920585    -1638920585    1
-1995526144    -185964909    0
-1995526144    -1995526144    1
-225930241    314128838    0
-225930241    -225930241    1
-748117283    -1505505177    0
-748117283    -748117283    1
-1530473423    -294399383    0
-1530473423    -1530473423    1
-897358563    289533293    0
-897358563    -897358563    1
-709279214    -570221001    0
-709279214    -709279214    1
-11968684    1600263119    0
-11968684    -11968684    1
-598437101    -278914624    0
-598437101    -598437101    1
1983237253    768374166    0
1983237253    1983237253    1
1275242900    1990752376    0
1275242900    1275242900    1
-273981672    1743453727    0
-273981672    -273981672    1
1720774402    853911913    0
1720774402    1720774402    1
-1810559111    -1931886266    0
-1810559111    -1810559111    1
-1667905540    747439365    0
-1667905540    -1667905540    1
-1345274455    -2048246444    0
-1345274455    -1345274455    1
466378320    -830190753    0
466378320    466378320    1
1507177875    574380550    0
1507177875    1507177875    1
2139767229    -191256939    0
2139767229    2139767229    1
-2045732375    147117516    0
-2045732375    -2045732375    1
42913837    1167115142    0
42913837    42913837    1
329686513    -269211848    0
329686513    329686513    1
-1670599597    -1696754020    0
-1670599597    -1670599597    1
570738505    -781029927    0
570738505    570738505    1
-659371712    -191337567    0
-659371712    -659371712    1
-1004098233    173665297    0
-1004098233    -1004098233    1
314448203    -1064864816    0
314448203    314448203    1
-1914279909    -971736266    0
-1914279909    -1914279909    1
-1868377966    1602861196    0
-1868377966    -1868377966    1
396381334    -1772420866    0
396381334    396381334    1
518310157    1493216518    0
518310157    518310157    1
527009113    -1400731360    0
527009113    527009113    1
254563628    54912139    0
254563628    254563628    1
438168231    590632335    0
438168231    438168231    1
596508919    -1795326304    0
596508919    596508919    1
108457907    -140539559    0
108457907    108457907    1
-1876270619    627279510    0
-1876270619    -1876270619    1
-130916286    1654889030    0
-130916286    -130916286    1
665709463    1060037879    0
665709463    665709463    1
-2094625075    -670459644    0
-2094625075    -2094625075    1
-2060631952    1682225249    0
-2060631952    -2060631952    1
1541405684    697087039    0
1541405684    1541405684    1
431750117    -388921410    0
431750117    431750117    1
-1881071475    -1807579979    0
-1881071475    -1881071475    1
-1225781448    -1267598517    0
-1225781448    -1225781448    1
-1596350355    -12044667    0
-1596350355    -1596350355    1
-1010660563    -838062170    0
-1010660563    -1010660563    1
-1445599630    1511109873    0
-1445599630    -1445599630    1
382127532    387339707    0
382127532    382127532    1
-1121724768    -722691445    0
-1121724768    -1121724768    1
1771069240    -122609451    0
1771069240    1771069240    1
1366369593    1997199829    0
1366369593    1366369593    1
1327213620    -1187764013    0
1327213620    1327213620    1
982271469    1192756221    0
982271469    982271469    1
-652570469    2088265680    0
-652570469    -652570469    1
95767003    860093941    0
95767003    95767003    1
475686851    703113547    0
475686851    475686851    1
-29761631    1814526288    0
-29761631    -29761631    1
-646854687    -1977239341    0
-646854687    -646854687    1
-70167099    -971160715    0
-70167099    -70167099    1
373058392    481116    0
373058392    373058392    1
-474560939    1551271369    0
-474560939    -474560939    1
-1090391843    976065794    0
-1090391843    -1090391843    1
-1256621884    671699999    0
-1256621884    -1256621884    1
2027403872    -1899754572    0
2027403872    2027403872    1
-1835155294    -1299071313    0
-1835155294    -1835155294    1
1838749780    666577069    0
1838749780    1838749780    1
1276195440    159342190    0
1276195440    1276195440    1
-1644818192    1553681865    0
-1644818192    -1644818192    1
-2066305527    -187162695    0
-2066305527    -2066305527    1
467912661    -51368567    0
467912661    467912661    1
-153961761    1062982009    0
-153961761    -153961761    1
645323502    -244420614    0
645323502    645323502    1
-58150175    496207881    0
-58150175    -58150175    1
-1383038416    452682540    0
-1383038416    -1383038416    1
813210396    1704464026    0
813210396    813210396    1
-982249289    -1684183954    0
-982249289    -982249289    1
483796711    1269033259    0
483796711    483796711    1
68604836    -177094917    0
68604836    68604836    1
-885333275    -156436455    0
-885333275    -885333275    1
-682852118    633263399    0
-682852118    -682852118    1
-257130875    -514194044    0
-257130875    -257130875    1
-1799728262    1165155196    0
-1799728262    -1799728262    1
-558119750    -1600950664    0
-558119750    -558119750    1
2143204232    -1963901761    0
2143204232    2143204232    1
1146232701    966876121    0
1146232701    1146232701    1
-803523962    1113427477    0
-803523962    -803523962    1
118279886    722405372    0
118279886    118279886    1
-1877056734    1857843224    0
-1877056734    -1877056734    1
-1380939855    214044725    0
-1380939855    -1380939855    1
496598493    -910142314    0
496598493    496598493    1
-1306594160    535146038    0
-1306594160    -1306594160    1
1640066351    2124117670    0
1640066351    1640066351    1
1348356061    -75526601    0
1348356061    1348356061    1
1692247102    -752042717    0
1692247102    1692247102    1
750495887    -37595165    0
750495887    750495887    1
139524042    -2064631747    0
139524042    139524042    1
1695501895    329609182    0
1695501895    1695501895    1
1187532404    -705475688    0
1187532404    1187532404    1
-931262444    -1204944706    0
-931262444    -931262444    1
-896558426    -463972225    0
-896558426    -896558426    1
-899535784    271468710    0
-899535784    -899535784    1
1945020582    69524323    0
1945020582    1945020582    1
-1445600186    2118906043    0
-1445600186    -1445600186    1
1033846747    -437575380    0
1033846747    1033846747    1
-719049622    -2083879430    0
-719049622    -719049622    1
2040924929    -1383650144    0
2040924929    2040924929    1
-1376467886    -1079152431    0
-1376467886    -1376467886    1
-402947513    -1523670326    0
-402947513    -402947513    1
-912477266    -228211450    0
-912477266    -912477266    1
-112040617    620353494    0
-112040617    -112040617    1
1374187031    441827363    0
1374187031    1374187031    1
-1842565935    -772221137    0
-1842565935    -1842565935    1
-489567575    22783560    0
-489567575    -489567575    1
-901474492    -1928374105    0
-901474492    -901474492    1
-1565017857    -299569173    0
-1565017857    -1565017857    1
1359516181    -1273950383    0
1359516181    1359516181    1
302468540    878411013    0
302468540    302468540    1
1553896521    354362665    0
1553896521    1553896521    1
86416286    -1223014349    0
86416286    86416286    1
-214817226    1146113397    0
-214817226    -214817226    1
-707988472    2010474004    0
-707988472    -707988472    1
888662164    1749560286    0
888662164    888662164    1
1730581435    1798285338    0
1730581435    1730581435    1
-1769245396    1193890304    0
-1769245396    -1769245396    1
2121440053    -1759219332    0
2121440053    2121440053    1
54824757    1240762517    0
54824757    54824757    1
1439976722    708160493    0
1439976722    1439976722    1
-1360976742    -1779082887    0
-1360976742    -1360976742    1
-1817708103    132299735    0
-1817708103    -1817708103    1
-1105036165    1600360138    0
-1105036165    -1105036165    1
648998707    -1145536618    0
648998707    648998707    1
-13453772    -1391620370    0
-13453772    -13453772    1
-718660711    716824626    0
-718660711    -718660711    1
479816165    1148300941    0
479816165    479816165    1
-1791708776    1996978381    0
-1791708776    -1791708776    1
444707082    -1658997821    0
444707082    444707082    1
-1410347926    -121460884    0
-1410347926    -1410347926    1
-846188514    -493317193    0
-846188514    -846188514    1
-952049407    -1556371323    0
-952049407    -952049407    1
366365033    -380811515    0
366365033    366365033    1
857914870    2121091211    0
857914870    857914870    1
1931734765    2047186188    0
1931734765    1931734765    1
-746788295    -223427967    0
-746788295    -746788295    1
1133050213    1400222918    0
1133050213    1133050213    1
-1911399175    -1401683278    0
-1911399175    -1911399175    1
-1392714736    517180984    0
-1392714736    -1392714736    1
-849286957    -1415210610    0
-849286957    -849286957    1
-1193169490    1954012764    0
-1193169490    -1193169490    1
-645711758    95623798    0
-645711758    -645711758    1
2052755269    1060120063    0
2052755269    2052755269    1
130348640    -1207539549    0
130348640    130348640    1
754606617    -210603961    0
754606617    754606617    1
1284658171    -1812036150    0
1284658171    1284658171    1
459401368    -269900881    0
459401368    459401368    1
1668300022    -1398242419    0
1668300022    1668300022    1
-872188990    -404239807    0
-872188990    -872188990    1
-1682148965    270922291    0
-1682148965    -1682148965    1
-1295156751    -1329954249    0
-1295156751    -1295156751    1
344462122    1462121172    0
344462122    344462122    1
1602818041    756661369    0
1602818041    1602818041    1
1890946225    -1793894096    0
1890946225    1890946225    1
-2079023972    1830727269    0
-2079023972    -2079023972    1
-1194160044    -54501654    0
-1194160044    -1194160044    1
715735339    1950377604    0
715735339    715735339    1
-2088518278    1618869192    0
-2088518278    -2088518278    1
-1080808204    -256165192    0
-1080808204    -1080808204    1
1502951450    752282979    0
1502951450    1502951450    1
-229859787    -1219817195    0
-229859787    -229859787    1
1417448292    -728652157    0
1417448292    1417448292    1
2034390091    248454582    0
2034390091    2034390091    1
317610994    1181522561    0
317610994    317610994    1
1905263047    -246612862    0
1905263047    1905263047    1
75404906    1507552240    0
75404906    75404906    1
-766586746    245040421    0
-766586746    -766586746    1
-242762252    -662282890    0
