A[32]          B[32]         C
-1675919488    -1675919488    0
155076456    -940800318    1
155076456    155076456    0
1309285820    -1954392242    1
1309285820    1309285820    0
198973966    1735336466    0
198973966    198973966    0
-1623399679    393576974    0
-1623399679    -1623399679    0
1848416059    -1533778352    1
1848416059    1848416059    0
-1170114027    -793047175    0
-1170114027    -1170114027    0
1393290854    -351295193    1
1393290854    1393290854    0
-1771677149    -500116844    0
-1771677149    -1771677149    0
67320706    -1157013233    1
67320706    67320706    0
1739766385    19097159    1
1739766385    1739766385    0
-2124963442    -1589074092    0
-2124963442    -2124963442    0
143373037    -2058129491    1
143373037    143373037    0
-1462583622    -128747754    0
-1462583622    -1462583622    0
-102189885    2077660670    0
-102189885    -102189885    0
1674777624    872601253    1
1674777624    1674777624    0
-1578283823    -1006368408    0
-1578283823    -1578283823    0
-373001074    -1004013058    1
-373001074    -373001074    0
1116645007    1738442769    0
1116645007    1116645007    0
1937356681    1029043595    1
1937356681    1937356681    0
-1065168938    -1479618156    1
-1065168938    -1065168938    0
-1662914332    -1103756516    0
-1662914332    -1662914332    0
-438444536    26563171    0
-438444536    -438444536    0
-314491177    -2023058680    1
-314491177    -314491177    0
-1988564162    -1024492304    0
-1988564162    -1988564162    0
-775057328    90823318    0
-775057328    -775057328    0
1228690005    805895022    1
1228690005    1228690005    0
-604431243    1648718569    0
-604431243    -604431243    0
-1630036110    -1479640400    0
-1630036110    -1630036110    0
-1226210049    774684609    0
-1226210049    -1226210049    0
1607656114    -1556566239    1
1607656114    1607656114    0
-122576408    -1745912629    1
-122576408    -122576408    0
357115481    -1343420832    1
357115481    357115481    0
-1910174311    -65881899    0
-1910174311    -1910174311    0
740993902    -1362200343    1
740993902    740993902    0
-2122649635    531376135    0
-2122649635    -2122649635    0
-487098254    -521423852    1
-487098254    -487098254    0
1534273526    1385220567    1
1534273526    1534273526    0
1013057205    -587963174    1
1013057205    1013057205    0
-1666031816    -1121697402    0
-1666031816    -1666031816    0
-2029414751    1103426518    0
-2029414751    -2029414751    0
957710356    707525593    1
957710356    957710356    0
392452017    -1536182217    1
392452017    392452017    0
-111234070    -1551440733    1
-111234070    -111234070    0
934513412    1088963426    0
934513412    934513412    0
442573988    -377445430    1
442573988    442573988    0
1068696261    413496989    1
1068696261    1068696261    0
621566827    2061617230    0
621566827    621566827    0
608309575    -2129829393    1
608309575    608309575    0
1172079279    1020999292    1
1172079279    1172079279    0
531570551    -971297857    1
531570551    531570551    0
188217795    -1391668340    1
188217795    188217795    0
-1432405370    157535616    0
-1432405370    -1432405370    0
-218438755    642303213    0
-218438755    -218438755    0
621214312    -634720569    1
621214312    621214312    0
-128171977    331606799    0
-128171977    -128171977    0
-686546050    -947374935    1
-686546050    -686546050    0
-462354777    -290881560    0
-462354777    -462354777    0
-2083529351    -1505906460    0
-2083529351    -2083529351    0
524198801    723554777    0
524198801    524198801    0
-117891985    1702098555    0
-117891985    -117891985    0
1663487461    247454150    1
1663487461    1663487461    0
1504429746    888927162    1
1504429746    1504429746    0
1126226077    -1429317687    1
1126226077    1126226077    0
413320218    1157703025    0
413320218    413320218    0
1578444912    1810047656    0
1578444912    1578444912    0
-1392650363    -1814319381    1
-1392650363    -1392650363    0
1093385336    887323021    1
1093385336    1093385336    0
-563352284    1139082694    0
-563352284    -563352284    0
-1850231188    205139171    0
-1850231188    -1850231188    0
-547169079    1146543991    0
-547169079    -547169079    0
-2081716890    133570523    0
-2081716890    -2081716890    0
2094967171    1805299647    1
2094967171    2094967171    0
-1138431962    -1720997824    1
-1138431962    -1138431962    0
863722468    -2076493290    1
863722468    863722468    0
-963719442    947292299    0
-963719442    -963719442    0
1987611458    -353028097    1
1987611458    1987611458    0
-1380358169    -767834581    0
-1380358169    -1380358169    0
718217352    829021783    0
718217352    718217352    0
-1416058843    -155905810    0
-1416058843    -1416058843    0
-171312204    1054865771    0
-171312204    -171312204    0
-750479963    1366052233    0
-750479963    -750479963    0
2019826290    552492748    1
2019826290    2019826290    0
43810014    -1122335867    1
43810014    43810014    0
-1060883784    782845870    0
-1060883784    -1060883784    0
-872007362    -1861712767    1
-872007362    -872007362    0
1024720772    828775395    1
1024720772    1024720772    0
411562341    460228452    0
411562341    411562341    0
478194963    -879534431    1
478194963    478194963    0
1270706955    1580686514    0
1270706955    1270706955    0
-1535293497    1989760667    0
-1535293497    -1535293497    0
-1064941749    2044026019    0
-1064941749    -1064941749    0
-741481754    1618641541    0
-741481754    -741481754    0
-1336017828    -249618458    0
-1336017828    -1336017828    0
1923001724    873241536    1
1923001724    1923001724    0
-1020528107    -1086509420    1
-1020528107    -1020528107    0
1022457858    -260805039    1
1022457858    1022457858    0
376679030    1974109089    0
376679030    376679030    0
2122959232    -1606047301    1
2122959232    2122959232    0
-374268033    712870976    0
-374268033    -374268033    0
776802930    -2078344016    1
776802930    776802930    0
442180491    -452459587    1
442180491    442180491    0
1427994436    762835390    1
1427994436    1427994436    0
1431961837    1366223103    1
1431961837    1431961837    0
1079783743    -986612703    1
1079783743    1079783743    0
1084436789    188287270    1
1084436789    1084436789    0
-1917333069    1544879756    0
-1917333069    -1917333069    0
615690980    1944800452    0
615690980    615690980    0
1258384240    1945845120    0
1258384240    1258384240    0
447751426    -1970626557    1
447751426    447751426    0
380722219    -156801914    1
380722219    380722219    0
-2038872738    -1601380679    0
-2038872738    -2038872738    0
586970177    -1785300084    1
586970177    586970177    0
1174012964    -1564369196    1
1174012964    1174012964    0
-1182409472    511663474    0
-1182409472    -1182409472    0
159587165    -93252348    1
159587165    159587165    0
664424368    -1368813673    1
664424368    664424368    0
271875546    -804771744    1
271875546    271875546    0
-876007024    1449550575    0
-876007024    -876007024    0
-1289891370    -222463709    0
-1289891370    -1289891370    0
463967524    -1982202319    1
463967524    463967524    0
-566184623    56768842    0
-566184623    -566184623    0
-370687593    583648479    0
-370687593    -370687593    0
-2108495047    -643063631    0
-2108495047    -2108495047    0
1674412933    -661935180    1
1674412933    1674412933    0
1056326112    -151057980    1
1056326112    1056326112    0
928856436    975485366    0
928856436    928856436    0
32867741    -1704288195    1
32867741    32867741    0
-136829521    -1020662983    1
-136829521    -136829521    0
-919881891    -282455726    0
-919881891    -919881891    0
1670580136    563267086    1
1670580136    1670580136    0
-565444848    -1705601126    1
-565444848    -565444848    0
-279904262    -949285953    1
-279904262    -279904262    0
-665780670    -911266498    1
-665780670    -665780670    0
-2078048483    -1046606852    0
-2078048483    -2078048483    0
1990248342    1245723096    1
1990248342    1990248342    0
1498079077    1014000700    1
1498079077    1498079077    0
1919910596    940545355    1
1919910596    1919910596    0
445095165    622189248    0
445095165    445095165    0
1543626313    1802243254    0
1543626313    1543626313    0
-1215073157    1921450946    0
-1215073157    -1215073157    0
-1979338220    -599249984    0
-1979338220    -1979338220    0
539568894    917198938    0
539568894    539568894    0
-1554730116    -655364780    0
-1554730116    -1554730116    0
1536256846    1196537451    1
1536256846    1536256846    0
-1418906474    1107613559    0
-1418906474    -1418906474    0
-838760471    1650149893    0
-838760471    -838760471    0
-1803797299    -1379575588    0
-1803797299    -1803797299    0
-347272491    641922621    0
-347272491    -347272491    0
-2129446347    -1511230402    0
-2129446347    -2129446347    0
-973010665    -70158871    0
-973010665    -973010665    0
974607593    321106794    1
974607593    974607593    0
124840259    -899691451    1
124840259    124840259    0
1892237823    1408481522    1
1892237823    1892237823    0
-842026067    1485698808    0
-842026067    -842026067    0
1891641889    -1900275550    1
1891641889    1891641889    0
-1514599660    543508002    0
-1514599660    -1514599660    0
-1276607414    -2083826159    1
-1276607414    -1276607414    0
-1401354208    1880333757    0
-1401354208    -1401354208    0
952094078    -898089517    1
952094078    952094078    0
1054197487    1402809738    0
1054197487    1054197487    0
1188396539    -1424744504    1
1188396539    1188396539    0
-638480159    -1706599357    1
-638480159    -638480159    0
-1857411772    -31621445    0
-1857411772    -1857411772    0
-1153207774    1770866900    0
-1153207774    -1153207774    0
1452485614    -1756743141    1
1452485614    1452485614    0
1555996244    964675102    1
1555996244    1555996244    0
436706780    1360937475    0
436706780    436706780    0
-1410378487    -484551552    0
-1410378487    -1410378487    0
-1845491480    1236948782    0
-1845491480    -1845491480    0
365870588    -1465897527    1
365870588    365870588    0
86527701    -1265841866    1
86527701    86527701    0
1752524618    1301087327    1
1752524618    1752524618    0
1403006414    1671722969    0
1403006414    1403006414    0
-1981137494    1548177361    0
-1981137494    -1981137494    0
210519770    1175948712    0
210519770    210519770    0
382604554    -1311649165    1
382604554    382604554    0
-1891470488    1933770831    0
-1891470488    -1891470488    0
1763804947    -457552199    1
1763804947    1763804947    0
1676572861    850518932    1
1676572861    1676572861    0
-1315082488    -1044953869    0
-1315082488    -1315082488    0
983102837    640796799    1
983102837    983102837    0
-1869060174    1929449612    0
-1869060174    -1869060174    0
-605133297    -454191585    0
-605133297    -605133297    0
-633626454    -1011765355    1
-633626454    -633626454    0
-167717213    1768285566    0
-167717213    -167717213    0
-420653119    -1487250342    1
-420653119    -420653119    0
-1223833305    1889848636    0
-1223833305    -1223833305    0
-1181749806    -825368251    0
-1181749806    -1181749806    0
313080198    327534407    0
313080198    313080198    0
841460015    637969184    1
841460015    841460015    0
-966195186    1172853314    0
-966195186    -966195186    0
-1981624229    1897550487    0
-1981624229    -1981624229    0
1335912395    -735663009    1
1335912395    1335912395    0
-510537461    119861160    0
-510537461    -510537461    0
934167054    1618468929    0
934167054    934167054    0
-128064448    895313338    0
-128064448    -128064448    0
-629081949    -660689656    1
-629081949    -629081949    0
1486578310    125886102    1
1486578310    1486578310    0
-699158642    1164731413    0
-699158642    -699158642    0
1402095763    -1001950497    1
1402095763    1402095763    0
2096931737    191312484    1
2096931737    2096931737    0
1520403510    -587039784    1
1520403510    1520403510    0
-1666762735    1174108821    0
-1666762735    -1666762735    0
701457096    -1359494774    1
701457096    701457096    0
595790495    -235960678    1
595790495    595790495    0
-1010820146    1885835902    0
-1010820146    -1010820146    0
-1487078076    -1612500285    1
-1487078076    -1487078076    0
-549207372    1829153810    0
-549207372    -549207372    0
-1057766656    94125005    0
-1057766656    -1057766656    0
-1949953059    2097040134    0
-1949953059    -1949953059    0
-875109022    342460472    0
-875109022    -875109022    0
-1317048967    1710661062    0
-1317048967    -1317048967    0
76715319    -1501483600    1
76715319    76715319    0
-1856007538    2129230066    0
-1856007538    -1856007538    0
-1903164506    -540374157    0
-1903164506    -1903164506    0
-747344020    942483510    0
-747344020    -747344020    0
117689807    1825888170    0
117689807    117689807    0
-1574849477    1024536613    0
-1574849477    -1574849477    0
1912732915    1364528927    1
1912732915    1912732915    0
1592028723    -1364675147    1
1592028723    1592028723    0
-168252232    -1599528851    1
-168252232    -168252232    0
-1552312337    -631919136    0
-1552312337    -1552312337    0
2021733310    1556371581    1
2021733310    2021733310    0
1446063817    -170891923    1
1446063817    1446063817    0
-1389304876    1720958115    0
-1389304876    -1389304876    0
1074033466    214166249    1
1074033466    1074033466    0
1468902486    58579440    1
1468902486    1468902486    0
-322526150    -603393031    1
-322526150    -322526150    0
-1423706581    423416131    0
-1423706581    -1423706581    0
-1589954018    -2052005350    1
-1589954018    -1589954018    0
798203150    2098067185    0
798203150    798203150    0
2042048631    458987774    1
2042048631    2042048631    0
-936256933    -340193767    0
-936256933    -936256933    0
-327258045    -247399603    0
-327258045    -327258045    0
-957324831    1874698025    0
-957324831    -957324831    0
1809608102    480690660    1
1809608102    1809608102    0
1017274348    678662933    1
1017274348    1017274348    0
-863743900    -446397151    0
-863743900    -863743900    0
1396336625    -1823602914    1
1396336625    1396336625    0
679157365    -929405727    1
679157365    679157365    0
-742583190    -1265325685    1
-742583190    -742583190    0
-1486176597    -1313599382    0
-1486176597    -1486176597    0
-1902631953    -335724008    0
-1902631953    -1902631953    0
680628518    1152152785    0
680628518    680628518    0
422686643    340576019    1
422686643    422686643    0
-1983960822    -1819171982    0
-1983960822    -1983960822    0
-889849671    -1657882156    1
-889849671    -889849671    0
-1641356089    549310650    0
-1641356089    -1641356089    0
274190775    1289851385    0
274190775    274190775    0
-1188620812    -940780193    0
-1188620812    -1188620812    0
-918849616    -1468511023    1
-918849616    -918849616    0
199125300    1397894667    0
199125300    199125300    0
-1849788092    -1555707089    0
-1849788092    -1849788092    0
215949395    1101298793    0
215949395    215949395    0
1155680370    1446339867    0
1155680370    1155680370    0
1679810346    1557725949    1
1679810346    1679810346    0
-48360702    781206624    0
-48360702    -48360702    0
-774277824    -580096508    0
-774277824    -774277824    0
-194465821    -1215793322    1
-194465821    -194465821    0
751788138    -1976660323    1
751788138    751788138    0
165426331    2113011122    0
165426331    165426331    0
-787569736    1066908133    0
-787569736    -787569736    0
1490882800    -2037747236    1
1490882800    1490882800    0
-1932621500    1465023811    0
-1932621500    -1932621500    0
379275985    839061476    0
379275985    379275985    0
-2089881073    787552954    0
-2089881073    -2089881073    0
-542866782    -1466060193    1
-542866782    -542866782    0
-969411308    1258947668    0
-969411308    -969411308    0
796825469    -984647069    1
796825469    796825469    0
-609279944    -1645058000    1
-609279944    -609279944    0
-33349916    19656073    0
-33349916    -33349916    0
823111260    -1185684863    1
823111260    823111260    0
462805021    -88245075    1
462805021    462805021    0
227862949    1970321990    0
227862949    227862949    0
-342785675    77930918    0
-342785675    -342785675    0
425024578    -2107033055    1
425024578    425024578    0
-1604658607    -329497529    0
-1604658607    -1604658607    0
-1408791735    673201115    0
-1408791735    -1408791735    0
-1155720348    -1234658801    1
-1155720348    -1155720348    0
1131159510    -1294835914    1
1131159510    1131159510    0
965386669    984564001    0
965386669    965386669    0
-925938989    -113843956    0
-925938989    -925938989    0
-2039902178    -1187577232    0
-2039902178    -2039902178    0
-1522168001    1267250668    0
-1522168001    -1522168001    0
1959302152    1767311008    1
1959302152    1959302152    0
-1989834868    -335570419    0
-1989834868    -1989834868    0
-1382450593    579534570    0
-1382450593    -1382450593    0
2120925551    914109    1
2120925551    2120925551    0
-403778493    -1652729022    1
-403778493    -403778493    0
1001469960    292012342    1
1001469960    1001469960    0
-1272516222    1279691224    0
-1272516222    -1272516222    0
-1237873315    489606344    0
-1237873315    -1237873315    0
-1408364829    1877045214    0
-1408364829    -1408364829    0
-1183048894    1678978173    0
-1183048894    -1183048894    0
343796519    -1767361573    1
343796519    343796519    0
1781869742    267625393    1
1781869742    1781869742    0
220182236    1195308515    0
220182236    220182236    0
-429317842    -808385372    1
-429317842    -429317842    0
-645098592    218351759    0
-645098592    -645098592    0
634411930    1101346394    0
634411930    634411930    0
-1765481472    711145662    0
-1765481472    -1765481472    0
270374504    -1688764245    1
270374504    270374504    0
377585102    -871477403    1
377585102    377585102    0
-1294176208    1414748644    0
-1294176208    -1294176208    0
-452095331    -1535098277    1
-452095331    -452095331    0
1856487572    -1634139007    1
1856487572    1856487572    0
-504873201    -2139594812    1
-504873201    -504873201    0
791466965    1492463791    0
791466965    791466965    0
-392734947    -1881385266    1
-392734947    -392734947    0
526034191    -1006068732    1
526034191    526034191    0
653372619    352794379    1
653372619    653372619    0
1494923590    1648286680    0
1494923590    1494923590    0
-843767352    -2143605228    1
-843767352    -843767352    0
-1316492102    862122487    0
-1316492102    -1316492102    0
132232593    1657253929    0
132232593    132232593    0
-612265583    -1052685880    1
-612265583    -612265583    0
-354856080    -2044209645    1
-354856080    -354856080    0
-494632907    1972053291    0
-494632907    -494632907    0
2106017216    853881181    1
2106017216    2106017216    0
-1049158689    -884868318    0
-1049158689    -1049158689    0
860245888    1674566403    0
860245888    860245888    0
-1814212958    -2093352822    1
-1814212958    -1814212958    0
1599916581    -557386554    1
1599916581    1599916581    0
-26039561    -430450201    1
-26039561    -26039561    0
1802001387    348600779    1
1802001387    1802001387    0
-2144564116    -1957445674    0
-2144564116    -2144564116    0
-1489956302    1769104484    0
-1489956302    -1489956302    0
-713916042    -628358984    0
-713916042    -713916042    0
-749213529    -638990912    0
-749213529    -749213529    0
-1162565921    708915989    0
-1162565921    -1162565921    0
-1799561941    -783495011    0
-1799561941    -1799561941    0
-2104417205    -539449616    0
-2104417205    -2104417205    0
719029918    485741705    1
719029918    719029918    0
-1561231761    -98976019    0
-1561231761    -1561231761    0
-876737713    1321686482    0
-876737713    -876737713    0
-135666099    -526863218    1
-135666099    -135666099    0
2085006751    1497545372    1
2085006751    2085006751    0
2029007336    685349881    1
2029007336    2029007336    0
856416415    528289395    1
856416415    856416415    0
-1209953208    486953770    0
-1209953208    -1209953208    0
955576843    -1704426626    1
955576843    955576843    0
-621765735    1365682907    0
-621765735    -621765735    0
-1946262475    -969459860    0
-1946262475    -1946262475    0
707924834    1748209490    0
707924834    707924834    0
1405917723    655367425    1
1405917723    1405917723    0
1183876923    -777279121    1
1183876923    1183876923    0
1005891259    -647056783    1
1005891259    1005891259    0
633109942    717866576    0
633109942    633109942    0
-758529646    -347174588    0
-758529646    -758529646    0
333042513    1221580495    0
333042513    333042513    0
-1783612780    1755956842    0
-1783612780    -1783612780    0
96884002    1894238780    0
96884002    96884002    0
-573693711    -75930812    0
-573693711    -573693711    0
1300589009    194611493    1
1300589009    1300589009    0
-1665328720    -18164468    0
-1665328720    -1665328720    0
-840395885    -86150453    0
-840395885    -840395885    0
-1465745729    2135425579    0
-1465745729    -1465745729    0
67550334    -299050327    1
67550334    67550334    0
1893087191    1296813290    1
1893087191    1893087191    0
801166372    -325925357    1
801166372    801166372    0
1731137171    -68933695    1
1731137171    1731137171    0
-134270186    1419097700    0
-134270186    -134270186    0
-1003728219    -2071835301    1
-1003728219    -1003728219    0
-437688804    -887010819    1
-437688804    -437688804    0
1946143969    -666622572    1
1946143969    1946143969    0
713512960    1601636399    0
713512960    713512960    0
1289407622    -209497318    1
1289407622    1289407622    0
-793800587    254450762    0
-793800587    -793800587    0
646950847    876494182    0
646950847    646950847    0
-1844077254    -1826085119    0
-1844077254    -1844077254    0
-1690072964    -197099635    0
-1690072964    -1690072964    0
785824255    1939678488    0
785824255    785824255    0
841380165    1995952939    0
841380165    841380165    0
-1634045263    1984759560    0
-1634045263    -1634045263    0
69204746    -1445213804    1
69204746    69204746    0
-1879715099    -341954916    0
-1879715099    -1879715099    0
-24478565    -76320974    1
-24478565    -24478565    0
662587216    1774647731    0
662587216    662587216    0
819858729    -1065264021    1
819858729    819858729    0
-749819203    41815563    0
-749819203    -749819203    0
-720767463    965359671    0
-720767463    -720767463    0
1542288757    -1595614605    1
1542288757    1542288757    0
7098860    -1669900059    1
7098860    7098860    0
-1975367921    -1896518568    0
-1975367921    -1975367921    0
-1605863395    1479059303    0
-1605863395    -1605863395    0
780062834    -1613099544    1
780062834    780062834    0
-653667482    -1489046150    1
-653667482    -653667482    0
-1074115025    70364463    0
-1074115025    -1074115025    0
-283808319    274254791    0
-283808319    -283808319    0
-1939388282    -96505593    0
-1939388282    -1939388282    0
-741060325    364944794    0
-741060325    -741060325    0
2130529679    943656093    1
2130529679    2130529679    0
-1933900167    168512308    0
-1933900167    -1933900167    0
-1342486567    271608508    0
-1342486567    -1342486567    0
1319019718    -230876783    1
1319019718    1319019718    0
1668702135    -1329017378    1
1668702135    1668702135    0
-1512037284    -1877741661    1
-1512037284    -1512037284    0
-1393469537    -2094260420    1
-1393469537    -1393469537    0
1314258392    280334273    1
1314258392    1314258392    0
1322597054    -255105124    1
1322597054    1322597054    0
949843394    -904861271    1
949843394    949843394    0
-457701590    -400651011    0
-457701590    -457701590    0
1797958200    -1137692136    1
1797958200    1797958200    0
-1683551224    -1562490598    0
-1683551224    -1683551224    0
-351149351    1274986528    0
-351149351    -351149351    0
1913206547    -447071038    1
1913206547    1913206547    0
382443807    940109546    0
382443807    382443807    0
-156693335    334924041    0
-156693335    -156693335    0
1039121212    799134740    1
1039121212    1039121212    0
-1022271450    -1343747482    1
-1022271450    -1022271450    0
-1056298852    2026705689    0
-1056298852    -1056298852    0
-1521730655    1679605680    0
-1521730655    -1521730655    0
-654711922    -1377337531    1
-654711922    -654711922    0
1184585033    -1786318728    1
1184585033    1184585033    0
1313722208    1070008097    1
1313722208    1313722208    0
480115497    -1038071365    1
480115497    480115497    0
-774815490    -986409521    1
-774815490    -774815490    0
320419804    1820934979    0
320419804    320419804    0
-1165144904    -1159629141    0
-1165144904    -1165144904    0
1233562608    1209585252    1
1233562608    1233562608    0
1311628289    567888915    1
1311628289    1311628289    0
91316334    -277755963    1
91316334    91316334    0
-884708674    -451865517    0
-884708674    -884708674    0
1083042825    590755209    1
1083042825    1083042825    0
-1256834144    2022624116    0
-1256834144    -1256834144    0
-123196301    171148423    0
-123196301    -123196301    0
1212096479    249879543    1
1212096479    1212096479    0
-1104412912    65089395    0
-1104412912    -1104412912    0
-860694267    985673632    0
-860694267    -860694267    0
1932093439    1681481315    1
1932093439    1932093439    0
1795777363    1507367144    1
1795777363    1795777363    0
1657178540    28753141    1
1657178540    1657178540    0
-972666335    -341940573    0
-972666335    -972666335    0
-705820142    1365798094    0
-705820142    -705820142    0
2094625610    -232687099    1
2094625610    2094625610    0
-747467166    -1856672594    1
-747467166    -747467166    0
-2014680263    901350626    0
-2014680263    -2014680263    0
384324697    940385352    0
384324697    384324697    0
1650938887    1034936457    1
1650938887    1650938887    0
-1285482524    -1901451695    1
-1285482524    -1285482524    0
-549006945    899906358    0
-549006945    -549006945    0
-816402181    1947820975    0
-816402181    -816402181    0
-1437701358    -14266727    0
-1437701358    -1437701358    0
-1996369468    1645893128    0
-1996369468    -1996369468    0
942961521    -52006355    1
942961521    942961521    0
10931216    -144796012    1
10931216    10931216    0
137682683    -121318723    1
137682683    137682683    0
-199269874    -1429880950    1
-199269874    -199269874    0
1630317062    246587899    1
1630317062    1630317062    0
479699202    -1270896029    1
479699202    479699202    0
816669404    -973845409    1
816669404    816669404    0
1858750741    147986853    1
1858750741    1858750741    0
-210965472    -1933226941    1
-210965472    -210965472    0
1669914190    -160155993    1
1669914190    1669914190    0
1877167691    430994102    1
1877167691    1877167691    0
-2092489354    926468376    0
-2092489354    -2092489354    0
5991017    1980216881    0
5991017    5991017    0
-1474269317    -1621808650    1
-1474269317    -1474269317    0
-1393546726    -785439515    0
-1393546726    -1393546726    0
-2097821984    1018411538    0
-2097821984    -2097821984    0
1491015046    2087695419    0
1491015046    1491015046    0
-1529891948    -1165484554    0
-1529891948    -1529891948    0
-1736301013    -93677909    0
-1736301013    -1736301013    0
1820471434    -1750341434    1
1820471434    1820471434    0
-688534543    -1820108137    1
-688534543    -688534543    0
1339485738    -1133019606    1
1339485738    1339485738    0
-1613011110    -1752457778    1
-1613011110    -1613011110    0
882578159    901483315    0
882578159    882578159    0
-1258846363    1115880743    0
-1258846363    -1258846363    0
1760241602    1247161235    1
1760241602    1760241602    0
1814190715    -831790095    1
1814190715    1814190715    0
1114717013    -1165650598    1
1114717013    1114717013    0
885935131    -93627858    1
885935131    885935131    0
-276934026    -562089093    1
-276934026    -276934026    0
215404236    -600277704    1
215404236    215404236    0
-1994421558    1008641425    0
-1994421558    -1994421558    0
-1433270386    1529885825    0
-1433270386    -1433270386    0
465493777    1326440628    0
465493777    465493777    0
-1246450205    997318136    0
-1246450205    -1246450205    0
1088145195    -748328996    1
1088145195    1088145195    0
-968227788    -257595985    0
-968227788    -968227788    0
-1217990689    2130370637    0
-1217990689    -1217990689    0
58905808    -1757083335    1
58905808    58905808    0
-2120174412    -185410974    0
-2120174412    -2120174412    0
-141100324    683404901    0
-141100324    -141100324    0
457600934    -1545578187    1
457600934    457600934    0
823340533    1344920440    0
823340533    823340533    0
1266935985    1007337074    1
1266935985    1266935985    0
-1779103591    1791413072    0
-1779103591    -1779103591    0
584850778    -536385904    1
584850778    584850778    0
-97709538    1826393719    0
-97709538    -97709538    0
66940908    72054498    0
66940908    66940908    0
-1556650730    -637687803    0
-1556650730    -1556650730    0
-1622105736    -858119203    0
-1622105736    -1622105736    0
-433718956    -13916133    0
-433718956    -433718956    0
-1506955804    2091755493    0
-1506955804    -1506955804    0
1797607669    1852913488    0
1797607669    1797607669    0
-1886720965    174863580    0
-1886720965    -1886720965    0
-1864210432    1656502038    0
-1864210432    -1864210432    0
-674696179    -2110564965    1
-674696179    -674696179    0
1579837747    -2139506993    1
1579837747    1579837747    0
-1883408065    1954994464    0
-1883408065    -1883408065    0
-1929333649    1727979090    0
-1929333649    -1929333649    0
1814073135    1315600184    1
1814073135    1814073135    0
627965127    -813251091    1
627965127    627965127    0
1447356976    -1388098509    1
1447356976    1447356976    0
-1299521635    -1960384330    1
-1299521635    -1299521635    0
609018857    34161117    1
609018857    609018857    0
917899102    821397762    1
917899102    917899102    0
1530856775    295840079    1
1530856775    1530856775    0
2112340148    1887693559    1
2112340148    2112340148    0
-1120821756    233316204    0
-1120821756    -1120821756    0
1755568485    -382717870    1
1755568485    1755568485    0
837042529    -1610050913    1
837042529    837042529    0
1192220064    1521810097    0
1192220064    1192220064    0
702568386    140080357    1
702568386    702568386    0
-2141584825    -476985332    0
-2141584825    -2141584825    0
425296608    252309940    1
425296608    425296608    0
-536680516    1765055593    0
-536680516    -536680516    0
-1601272590    -2039733101    1
-1601272590    -1601272590    0
1034534010    -2083923178    1
1034534010    1034534010    0
388124620    1011228002    0
388124620    388124620    0
1736404586    -775062024    1
1736404586    1736404586    0
-1270176603    -1724348965    1
-1270176603    -1270176603    0
467572635    -925627423    1
467572635    467572635    0
333869984    -1464179388    1
333869984    333869984    0
992241210    985962499    1
992241210    992241210    0
-1535448378    544340121    0
-1535448378    -1535448378    0
665450555    -1987581032    1
665450555    665450555    0
2135242953    1010157967    1
2135242953    2135242953    0
1267671153    -992488342    1
1267671153    1267671153    0
418981549    1369818078    0
418981549    418981549    0
2092177742    -346184573    1
2092177742    2092177742    0
1333637093    -477797552    1
1333637093    1333637093    0
-1525145162    -428384423    0
-1525145162    -1525145162    0
-934670319    1680340675    0
-934670319    -934670319    0
-346117056    78032332    0
-346117056    -346117056    0
713871589    -1184670249    1
713871589    713871589    0
-224831834    -629815266    1
-224831834    -224831834    0
-1172365812    613953428    0
-1172365812    -1172365812    0
772321049    -277665699    1
772321049    772321049    0
-1973929663    -1378880512    0
-1973929663    -1973929663    0
-850288337    -565750571    0
-850288337    -850288337    0
-1176478382    -1884739253    1
-1176478382    -1176478382    0
-132075945    -1113411333    1
-132075945    -132075945    0
1961395072    -1462053258    1
1961395072    1961395072    0
-510387611    1098103494    0
-510387611    -510387611    0
-1528634198    -1791491987    1
-1528634198    -1528634198    0
1215065730    2062295446    0
1215065730    1215065730    0
904067165    525749634    1
904067165    904067165    0
-538103286    -759762506    1
-538103286    -538103286    0
-721632260    -150618162    0
-721632260    -721632260    0
-991511980    1833048773    0
-991511980    -991511980    0
1953318682    -1899195348    1
1953318682    1953318682    0
589260038    -909503696    1
589260038    589260038    0
-1816672373    1111059132    0
-1816672373    -1816672373    0
-1127323060    -677986302    0
-1127323060    -1127323060    0
1723624098    -554540012    1
1723624098    1723624098    0
590572408    2018573499    0
590572408    590572408    0
-238819312    -1350629305    1
-238819312    -238819312    0
282596944    -117920947    1
282596944    282596944    0
1055353021    -839542429    1
1055353021    1055353021    0
2101453375    -408370278    1
2101453375    2101453375    0
417485699    148749875    1
417485699    417485699    0
-1236586559    -668060910    0
-1236586559    -1236586559    0
911034815    881381130    1
911034815    911034815    0
-1381431998    -1996306507    1
-1381431998    -1381431998    0
-660259075    1912885973    0
-660259075    -660259075    0
-1123853390    1555843569    0
-1123853390    -1123853390    0
1545884756    -839357080    1
1545884756    1545884756    0
1117683311    -1361445109    1
1117683311    1117683311    0
152219230    -1545395203    1
152219230    152219230    0
924803656    -443407179    1
924803656    924803656    0
1370817991    949797925    1
1370817991    1370817991    0
-702753284    -336100671    0
-702753284    -702753284    0
208615811    -2120419563    1
208615811    208615811    0
429173021    -1188191604    1
429173021    429173021    0
214341422    -168351895    1
214341422    214341422    0
-1531332878    -2050965643    1
-1531332878    -1531332878    0
